1737.5945,4.885,355.7
1772.193,4.87,363.9
1759.2927,4.891,359.7
1716.6028,4.892,350.9
1785.588,4.872,366.5
1765.5152,4.861,363.2
1753.5375,4.875,359.7
1739.3246,4.883,356.2
1761.378,4.89,360.2
1769.1254,4.879,362.6
1739.9951,4.889,355.9
1733.62,4.9,353.8
1745.576,4.88,357.7
1754.8724,4.876,359.9
1720.522,4.874,353.0
1770.5891,4.879,362.9
1708.6342,4.886,349.7
1700.1756,4.894,347.4
1699.5234,4.902,346.7
1745.7805,4.897,356.5
1701.36,4.896,347.5
1698.543,4.902,346.5
1783.0312,4.877,365.6
1736.4844,4.886,355.4
1759.3449,4.883,360.3
1760.4392,4.901,359.2
1731.9031,4.891,354.1
1708.2052,4.903,348.4
1706.958,4.884,349.5
1716.3745,4.883,351.5
1742.0359,4.903,355.3
1741.803,4.879,357.0
1705.9812,4.884,349.3
1758.444,4.89,359.6
1783.1484,4.884,365.1
1739.4144,4.897,355.2
1763.485,4.885,361.0
1723.8852,4.878,353.4
1719.9,4.9,351.0
1720.4168,4.882,352.4
1677.8592,4.896,342.7
1663.2105,4.899,339.5
1723.8816,4.896,352.1
1700.4685,4.885,348.1
1661.778,4.902,339.0
1686.2358,4.899,344.2
1716.589,4.885,351.4
1720.1118,4.902,350.9
1761.12,4.892,360.0
1725.75,4.875,354.0
1698.6443,4.891,347.3
1698.2784,4.914,345.6
1727.3874,4.899,352.6
1742.7534,4.894,356.1
1741.1046,4.899,355.4
1723.7808,4.886,352.8
1733.465,4.883,355.0
1748.175,4.875,358.6
1755.7388,4.892,358.9
1833.351,4.863,377.0
1807.512,4.872,371.0
1729.7784,4.903,352.8
1692.632,4.892,346.0
1749.6094,4.879,358.6
1711.3612,4.898,349.4
1762.4384,4.874,361.6
1808.9488,4.868,371.6
1797.83,4.859,370.0
1786.3086,4.866,367.1
1721.0933,4.877,352.9
1750.944,4.88,358.8
1714.352,4.915,348.8
1756.7472,4.888,359.4
1782.0495,4.865,366.3
1789.8529,4.873,367.3
1779.1323,4.873,365.1
1774.5068,4.859,365.2
1759.1697,4.869,361.3
1752.5414,4.894,358.1
1778.7528,4.884,364.2
1715.9751,4.893,350.7
1682.896,4.915,342.4
1711.2614,4.874,351.1
1746.324,4.878,358.0
1795.3432,4.876,368.2
1763.8848,4.878,361.6
1739.1382,4.877,356.6
1755.9955,4.871,360.5
1762.3004,4.898,359.8
1716.6028,4.892,350.9
1744.3114,4.897,356.2
1706.7456,4.896,348.6
1728.3436,4.892,353.3
1718.0112,4.903,350.4
1756.8432,4.872,360.6
1743.3972,4.878,357.4
1735.6405,4.885,355.3
1807.9488,4.864,371.7
1715.7628,4.891,350.8
1699.4242,4.882,348.1
1695.2206,4.891,346.6
1738.6551,4.899,354.9
1725.0226,4.909,351.4
1702.068,4.891,348.0
1711.7776,4.888,350.2
1745.2004,4.894,356.6
1655.9165,4.921,336.5
