79.9192111492,79.9319190979,79.9285628796,79.9334447384,79.9282429218,79.9298799038,79.9319329262,79.9354479313,79.9271028042,79.9194259644,79.9374399185,79.9310379028,79.9328248501,79.9259488583,79.9293408394,79.9292259216,79.9213199615,79.9379439354,79.930850029,79.933316946,79.9255020618,79.9272110462,79.9293420315,79.9210410118,79.9304249287,79.9330840111,79.924767971,79.9262440205,79.9173760414,79.9338970184,79.9268989563,79.9313490391,79.9332659245,79.92593503,79.9297389984,79.9221830368,79.9373149872,79.9288437366,79.9196479321,79.9353039265,79.9279317856,79.9323318005,79.9240298271,79.9248058796,79.9299299717,79.9208729267,79.935915947,79.9282817841,79.9326248169,79.9250309467,79.9260339737,79.9314398766,79.9236769676,79.9370038509,79.9301679134,79.933205843,79.9267990589,79.928992033,79.9319188595,79.9242920876,79.9286339283,79.9307460785,79.9217269421,79.9273309708,79.9295830727,79.9322369099,79.9245150089,79.9319069386,79.9339151382,79.925702095,79.9282140732,79.9321651459,79.9343707561,79.9267978668,79.9179158211,79.9343049526,79.9265599251,79.9304838181,79.9344029427,79.9252269268,79.9291779995,79.9204199314,79.9363877773,79.9286658764,79.9199998379,79.934401989,79.9270370007,79.9301679134,79.9228160381,79.937281847,79.9295659065,79.9208359718,79.9367518425,79.9289140701,79.9340729713,79.9256279469,79.9265608788,79.9304139614,79.9216220379,79.9360508919,79.9282140732,79.9323019981,79.9244029522,79.9252970219,79.9336340427,79.9266109467,79.9396381378,79.9315097332,79.9226617813,79.9264447689,79.9272937775,79.9330818653,79.9249358177,79.9382257462,79.930205822,79.9210999012,79.9275298119,79.9297118187,79.9320759773,79.9244019985,79.9284548759,79.9302999973,79.9218218327,79.9276309013,79.9297838211,
79.9353570938,79.9312820435,79.927934885,79.9332947731,79.9276678562,79.9294848442,79.9315259457,79.9271678925,79.9269738197,79.9191877842,79.9367089272,79.9313738346,79.9325358868,79.9355258942,79.9290249348,79.9290039539,79.9209148884,79.9377458096,79.9302728176,79.9231529236,79.9251198769,79.9270279408,79.9288618565,79.920664072,79.9398899078,79.9325568676,79.9245920181,79.9260699749,79.9272899628,79.9334149361,79.9262909889,79.9291210175,79.9329619408,79.9256839752,79.9294979572,79.931937933,79.9241471291,79.9287629128,79.9295678139,79.9348628521,79.9276998043,79.9320979118,79.9339528084,79.9247279167,79.9298517704,79.9205498695,79.9354429245,79.927795887,79.9198298454,79.9347198009,79.9258799553,79.9309928417,79.9232308865,79.9363839626,79.9297049046,79.9217660427,79.9360978603,79.9285919666,79.9314370155,79.9238450527,79.93800807,79.9304490089,79.9215800762,79.9368839264,79.9291369915,79.9316570759,79.9240670204,79.9263310432,79.933412075,79.9253649712,79.9377670288,79.931417942,79.9240849018,79.9264237881,79.9277667999,79.9338588715,79.9261097908,79.9399838448,79.9341709614,79.9250237942,79.9288687706,79.9302659035,79.9359200001,79.9282770157,79.9294669628,79.934183836,79.92679286,79.9296088219,79.9322779179,79.9240708351,79.9292390347,79.9306628704,79.9350249767,79.9285960197,79.9333519936,79.9353830814,79.9264259338,79.9302620888,79.9314830303,79.9355909824,79.9278690815,79.9205210209,79.9340770245,79.9251611233,79.9328660965,79.9261381626,79.9388480186,79.9311747551,79.9223377705,79.9362688065,79.9271409512,79.9323399067,79.9246599674,79.9263589382,79.929877758,79.9209549427,79.9370319843,79.929391861,79.9317388535,79.9239850044,79.9256949425,79.9297339916,79.9215319157,79.9373219013,79.9293220043,
79.9359600544,79.932543993,79.9293248653,79.9336009026,79.9288268089,79.9301247597,79.9227428436,79.935997963,79.9274058342,79.9201338291,79.9382457733,79.932051897,79.9335739613,79.9271099567,79.930287838,79.9296488762,79.9218249321,79.9288070202,79.9314248562,79.9337449074,79.9258859158,79.9276669025,79.9295539856,79.9212238789,79.9309530258,79.9333510399,79.9350209236,79.9267671108,79.9176471233,79.9342288971,79.9275119305,79.9317550659,79.9338679314,79.9262681007,79.9302370548,79.9229140282,79.9385240078,79.9292457104,79.9341647625,79.9270019531,79.9293248653,79.9332578182,79.9244179726,79.9296979904,79.9304718971,79.9352059364,79.9275538921,79.919675827,79.9345638752,79.9258038998,79.9307658672,79.9330079556,79.9360868931,79.9294819832,79.9216279984,79.9356908798,79.9283869267,79.9312109947,79.9236199856,79.9255580902,79.9302260876,79.9215049744,79.9366540909,79.9289109707,79.9314301014,79.9238300323,79.9261069298,79.933259964,79.9252159595,79.9375431538,79.9301390648,79.9239177704,79.9261987209,79.9276928902,79.9336359501,79.9258708954,79.9283828735,79.9339339733,79.9249458313,79.9287137985,79.9301879406,79.9356617928,79.9280409813,79.9293889999,79.9340720177,79.9266858101,79.9293448925,79.9320158958,79.9239809513,79.9290590286,79.930565834,79.9348700047,79.9284250736,79.9330749512,79.9352600574,79.9263589382,79.9301929474,79.931219101,79.9353699684,79.9276280403,79.9204690456,79.9339289665,79.9250569344,79.9324741364,79.9358940125,79.9282679558,79.9310367107,79.9222688675,79.9362018108,79.9270727634,79.9321107864,79.9242608547,79.9261898994,79.9293837547,79.9208509922,79.9368078709,79.9292349815,79.9315788746,79.9237668514,79.9255537987,79.9296808243,79.9213809967,79.937183857,79.929074049,79.9211189747,
79.9367361069,79.9331610203,79.9303438663,79.9337649345,79.9294018745,79.9299807549,79.9223637581,79.935874939,79.927259922,79.9197788239,79.937776804,79.931707859,79.9331789017,79.92679286,79.929972887,79.9294378757,79.9211168289,79.9381358624,79.9305620193,79.9331068993,79.9253108501,79.9273939133,79.9292528629,79.9208579063,79.9301559925,79.9328210354,79.9246799946,79.926418066,79.9174640179,79.9335980415,79.9265799522,79.9311580658,79.9335670471,79.9261009693,79.9299800396,79.9224259853,79.9375560284,79.928924799,79.9197278023,79.9356217384,79.9281637669,79.9325628281,79.9241099358,79.9248838425,79.9300069809,79.9209737778,79.9261519909,79.9285140038,79.9328567982,79.9251859188,79.9261119366,79.9316618443,79.923899889,79.9274818897,79.9303939342,79.9335229397,79.9270169735,79.9291219711,79.9322669506,79.9245150089,79.9288809299,79.9308950901,79.9218020439,79.9275550842,79.929805994,79.9324820042,79.9247379303,79.9320790768,79.934087038,79.9258401394,79.9284360409,79.9323899746,79.9348227978,79.9269468784,79.9179897308,79.934527874,79.9267838001,79.930716753,79.9344818592,79.9252867699,79.9293339252,79.9204978943,79.9366209507,79.9287438393,79.9200959206,79.9355318546,79.927161932,79.9304299355,79.9230878353,79.9375798702,79.9297540188,79.9209139347,79.9373378754,79.9290699959,79.9343700409,79.9257509708,79.9266300201,79.9306650162,79.9218349457,79.9363059998,79.9283659458,79.9325089455,79.9245529175,79.9253771305,79.9340491295,79.9268479347,79.9298799038,79.9317207336,79.9227368832,79.9265129566,79.9273607731,79.933372736,79.9251098633,79.9284038544,79.9303798676,79.9211847782,79.9277567863,79.9298689365,79.9323048592,79.9245839119,79.9286129475,79.9304759502,79.92197299,79.9278068542,79.9300529957,
79.937472105,79.933781147,79.932174921,79.934114933,79.9299769402,79.930259943,79.9232509136,79.9361538887,79.9276578426,79.9204878807,79.9386928082,79.9323878288,79.9338009357,79.9274258614,79.9377298355,79.9298620224,79.9217238426,79.9283268452,79.9311380386,79.9339590073,79.9256939888,79.9275760651,79.9294569492,79.921405077,79.9306900501,79.9336259365,79.9348430634,79.9265921116,79.9178249836,79.9345159531,79.927200079,79.9315690994,79.9244270325,79.9266021252,79.9307210445,79.923402071,79.9380390644,79.929325819,79.9339268208,79.9267647266,79.9290928841,79.9334108829,79.9243409634,79.9294638634,79.9302389622,79.9213519096,79.9268548489,79.9192128181,79.9339067936,79.9255719185,79.930095911,79.9323298931,79.9243719578,79.9284009933,79.921061039,79.934540987,79.9277000427,79.9306089878,79.9329440594,79.925112009,79.929557085,79.9212770462,79.9357619286,79.9282391071,79.9204750061,79.9331569672,79.9254350662,79.9325909615,79.9247689247,79.9365539551,79.9291069508,79.9230659008,79.9355099201,79.9273948669,79.932956934,79.9251997471,79.9276809692,79.9316217899,79.92471385,79.9382429123,79.9297997952,79.9207298756,79.9273169041,79.9291479588,79.9335978031,79.9262440205,79.9275579453,79.931210041,79.923653841,79.9283988476,79.930314064,79.9343318939,79.9278290272,79.9293019772,79.9348890781,79.9261529446,79.9298229218,79.931016922,79.9220690727,79.9269640446,79.9190070629,79.9331879616,79.9248390198,79.930740118,79.935106039,79.9275560379,79.9305217266,79.9219329357,79.9357979298,79.9268648624,79.9176137447,79.9338159561,79.9255497456,79.9288759232,79.9206268787,79.935956955,79.9285907745,79.9203469753,79.9330179691,79.9250609875,79.9290859699,79.9209399223,79.936686039,79.9282779694,79.9206600189,
79.9380850792,79.934743166,79.932435751,79.924435854,79.9307618141,79.9303927422,79.9237527847,79.9362869263,79.9279108047,79.9353129864,79.9291398525,79.9327208996,79.9340269566,79.9277429581,79.9379448891,79.930109024,79.9219248295,79.9290950298,79.9317119122,79.9341599941,79.9261109829,79.9285628796,79.9301109314,79.9219529629,79.9317450523,79.9341518879,79.9355459213,79.9270279408,79.9185590744,79.9354391098,79.9283349514,79.9323580265,79.9249310493,79.9269371033,79.9312081337,79.9231610298,79.9381999969,79.9290847778,79.9336669445,79.9265108109,79.9288609028,79.9335649014,79.9245717525,79.9296209812,79.9303939342,79.9350478649,79.9273219109,79.9195208549,79.9344089031,79.9257259369,79.9305438995,79.9327838421,79.9357719421,79.9292559624,79.9214339256,79.9353508949,79.9281489849,79.9309868813,79.9333949089,79.9254100323,79.9300038815,79.9214320183,79.9364089966,79.9286859035,79.9311819077,79.9236049652,79.9258830547,79.9331030846,79.9250669479,79.9373149872,79.9298820496,79.9236907959,79.9259579182,79.9276177883,79.9334127903,79.9256477356,79.9281587601,79.9336748123,79.9248688221,79.9285588264,79.9301087856,79.9208858013,79.9277839661,79.9293107986,79.9339308739,79.9265768528,79.9290850163,79.9317438602,79.9238989353,79.9289000034,79.9304878712,79.9347169399,79.9281389713,79.9194560051,79.9351370335,79.9262909889,79.9301068783,79.931139946,79.9351189137,79.9274070263,79.9202959538,79.9336469173,79.9249889851,79.9320940971,79.9356131554,79.9280359745,79.930880785,79.9221799374,79.9361138344,79.9270048141,79.9177489281,79.9341027737,79.9260408878,79.929202795,79.9207808971,79.9365618229,79.9290518761,79.9206249714,79.9335129261,79.9253938198,79.929505825,79.9212338924,79.9370138645,79.928828001,79.9209499359,
79.9387259483,79.9354219437,79.9326789379,79.9252638817,79.9314277172,79.9305508137,79.9242539406,79.9364228249,79.9282257557,79.9355349541,79.9295868874,79.9330558777,79.9343509674,79.9280748367,79.9381577969,79.9303119183,79.9220268726,79.9293830395,79.9322919846,79.9345469475,79.9264769554,79.9283380508,79.9297418594,79.921587944,79.9312150478,79.9338030815,79.9351959229,79.9268538952,79.9180219173,79.9348289967,79.9277749062,79.9319689274,79.9241700172,79.9264349937,79.9304790497,79.9226710796,79.9377980232,79.9290049076,79.9198098183,79.9258499146,79.9283969402,79.9327948093,79.924186945,79.9393069744,79.9300849438,79.9210557938,79.9263877869,79.9287497997,79.9330868721,79.9253399372,79.9397058487,79.931885004,79.9240720272,79.9278030396,79.9306159019,79.9338450432,79.927257061,79.9292669296,79.932489872,79.9247400761,79.9291079044,79.9310429096,79.9353489876,79.9277770519,79.9300301075,79.9327089787,79.9249610901,79.9322359562,79.9342620373,79.9261109829,79.9286589622,79.9326140881,79.9350547791,79.92709589,79.9180657864,79.934751749,79.9270057678,79.9309468269,79.9345588684,79.9379148483,79.929489851,79.9205749035,79.936852932,79.9289770126,79.9327688217,79.9357838631,79.9272949696,79.9306879044,79.9233310223,79.9378569126,79.9299359322,79.9209918976,79.9275169373,79.9291479588,79.9346308708,79.9258720875,79.9394299984,79.9307169914,79.9218859673,79.9265260696,79.9286909103,79.9327480793,79.9246881008,79.9254441261,79.9344489574,79.9270839691,79.9301338196,79.9317717552,79.9356577396,79.9265959263,79.9274637699,79.93349576,79.9252607822,79.9285619259,79.9304509163,79.9212539196,79.9280509949,79.9300498962,79.9325568676,79.9247398376,79.9287528992,79.9306249619,79.9221279621,79.9279439449,79.9302899837,
79.9393601418,79.9460539818,79.9428467751,79.9360797405,79.9392359257,79.9409778118,79.9347558022,79.9367208481,79.93846488,79.9457757473,79.9400339127,79.9337239265,79.9446678162,79.9383938313,79.9385828972,79.9305119514,79.9475519657,79.9399688244,79.9328658581,79.9349298477,79.9368460178,79.93876791,79.930480957,79.9496028423,79.9422910213,79.9345049858,79.9358940125,79.9372029305,79.9432048798,79.9360280037,79.9388599396,79.9427731037,79.935434103,79.9392640591,79.9416940212,79.9340629578,79.9386837482,79.939486742,79.9446299076,79.9374678135,79.9418487549,79.9438757896,79.9346499443,79.9397747517,79.9307949543,79.9456818104,79.9380397797,79.9423928261,79.9448750019,79.935956955,79.941215992,79.9334528446,79.9466798306,79.9399299622,79.9318408966,79.9464590549,79.9387910366,79.9416930676,79.9340689182,79.9482340813,79.940598011,79.9316530228,79.9471070766,79.9393599033,79.9418880939,79.934292078,79.9365561008,79.943748951,79.9355130196,79.9479899406,79.9419341087,79.9441459179,79.936647892,79.9378409386,79.9440817833,79.9363367558,79.9502637386,79.9443259239,79.9351017475,79.9390227795,79.9403429031,79.9461548328,79.9385108948,79.9399240017,79.9442918301,79.936909914,79.939868927,79.9425468445,79.9341518879,79.939399004,79.9307398796,79.9451789856,79.9387588501,79.9435889721,79.9455058575,79.9364938736,79.9403290749,79.9315350056,79.9458320141,79.9380331039,79.9306731224,79.9442300797,79.9352300167,79.9432339668,79.9363801479,79.9492509365,79.9413528442,79.9325947762,79.9463379383,79.937224865,79.9425828457,79.9347999096,79.9365108013,79.9400238991,79.9310297966,79.9472768307,79.9395689964,79.9418969154,79.9342458248,79.9358348846,79.9398260117,79.9316859245,79.9474740028,79.9395649433,79.9643309116,
79.9400100708,79.9466760159,79.9429979324,79.9365208149,79.9388039112,79.9408378601,79.935505867,79.9365928173,79.9387078285,79.9463407993,79.9403698444,79.9333899021,79.945089817,79.9387099743,79.9383718967,79.930713892,79.947453022,79.9396789074,79.9325799942,79.9447379112,79.9366629124,79.9386730194,79.9302978516,79.9490828514,79.9420208931,79.9343290329,79.9357199669,79.937114954,79.9429810047,79.9357309341,79.9385969639,79.9425721169,79.9351820946,79.9389560223,79.9414489269,79.9338891506,79.9386029243,79.9394059181,79.9443967342,79.9372348785,79.9294788837,79.9437208176,79.9344947338,79.939540863,79.9403169155,79.9448888302,79.9370889664,79.929366827,79.9441728592,79.9356498718,79.9403209686,79.9425568581,79.9345209599,79.9390289783,79.9312858582,79.9450259209,79.9379229546,79.9407598972,79.9431700706,79.9352610111,79.9397819042,79.9313569069,79.945991993,79.9384629726,79.9306969643,79.9433810711,79.9356589317,79.9429371357,79.9349191189,79.9470710754,79.939330101,79.9334468842,79.945732832,79.937543869,79.9431867599,79.935423851,79.9379308224,79.9428608418,79.9347908497,79.9384038448,79.9399547577,79.9308068752,79.9375488758,79.9392309189,79.9438419342,79.9363839626,79.9276850224,79.9414739609,79.9338169098,79.9386398792,79.9403908253,79.944562912,79.9379839897,79.9293789864,79.9450139999,79.9362230301,79.9399719238,79.941067934,79.9321401119,79.9371829033,79.9300761223,79.9434039593,79.9349179268,79.9412410259,79.945346117,79.9377830029,79.9406998158,79.9321277142,79.9460628033,79.9369158745,79.9276819229,79.9439668655,79.9358828068,79.9390468597,79.9306969643,79.9463479519,79.9388258457,79.9304859638,79.9432828426,79.93521595,79.9393420219,79.9310898781,79.9468348026,79.9386210442,79.9307968616,
79.9406480789,79.9473061562,79.9431447983,79.9370927811,79.9393389225,79.9412577152,79.9363288879,79.9368479252,79.9289457798,79.9470479488,79.9407029152,79.9422078133,79.9363718033,79.9396569729,79.9387948513,79.9315218925,79.9385168552,79.9420030117,79.9443528652,79.9362950325,79.9384880066,79.9399268627,79.9317698479,79.9414799213,79.9439780712,79.9453699589,79.9369409084,79.9282979965,79.9451200962,79.9380710125,79.9421710968,79.9346790314,79.9367690086,79.9409661293,79.9336459637,79.9383609295,79.9391658306,79.9432728291,79.9361288548,79.938628912,79.9430258274,79.9342639446,79.9393849373,79.9401607513,79.9311358929,79.936622858,79.9389798641,79.9433178902,79.9354948997,79.9398570061,79.9421069622,79.9342229366,79.9381020069,79.9408388138,79.9441709518,79.9374730587,79.940459013,79.9427170753,79.9349629879,79.939332962,79.9412219524,79.9455459118,79.9380130768,79.9302520752,79.9429330826,79.9351921082,79.9424490929,79.9346170425,79.9362490177,79.9388830662,79.932836771,79.9452867508,79.9372439384,79.9422838688,79.9349749088,79.9372308254,79.941177845,79.9346368313,79.948086977,79.9396448135,79.9306519032,79.9370849133,79.9390528202,79.9428989887,79.9358668327,79.937417984,79.9409680367,79.9334928989,79.938117981,79.9401369095,79.9440999031,79.9376728535,79.9392249584,79.9447600842,79.9360618591,79.9396491051,79.9408049583,79.9319579601,79.9367411137,79.9388329983,79.9429650307,79.9347710609,79.9403829575,79.9448509216,79.9373159409,79.9403777122,79.9418618679,79.9457087517,79.9366648197,79.9275307655,79.943644762,79.9354138374,79.9387218952,79.9405548573,79.9455587864,79.938354969,79.9302079678,79.9427847862,79.9349169731,79.9389288425,79.9307618141,79.9461398125,79.9380948544,79.9305078983,79.9644370079,
