1868.7929,4.303,434.3
1861.482,4.324,430.5
1832.0518,4.327,423.4
1830.3012,4.329,422.8
1801.6614,4.333,415.8
1840.7058,4.327,425.4
1854.5922,4.302,431.1
1709.757,4.41,387.7
1623.076,4.459,364.0
1626.1095,4.449,365.5
1604.012,4.468,359.0
1568.523,4.47,350.9
1563.6189,4.479,349.1
1547.2214,4.486,344.9
1568.3056,4.486,349.6
1581.536,4.493,352.0
1577.3745,4.485,351.7
1605.7874,4.463,359.8
1608.977,4.457,361.0
1625.0222,4.457,364.6
1601.7707,4.463,358.9
1580.3532,4.482,352.6
1588.3623,4.473,355.1
1581.0175,4.475,353.3
1572.6364,4.483,350.8
1572.0478,4.489,350.2
1547.3892,4.493,344.4
1549.3611,4.487,345.3
1572.5383,4.451,353.3
1575.0642,4.467,352.6
1575.0642,4.467,352.6
1590.433,4.465,356.2
1577.5994,4.478,352.3
1560.8804,4.484,348.1
1564.6644,4.491,348.4
1571.4867,4.481,350.7
1572.4188,4.476,351.3
1589.814,4.491,354.0
1575.9496,4.504,349.9
1587.851,4.454,356.5
1618.6648,4.442,364.4
1612.68,4.45,362.4
1603.1966,4.462,359.3
1598.112,4.464,358.0
1613.4976,4.472,360.8
1612.68,4.45,362.4
1580.7784,4.468,353.8
1577.502,4.46,353.7
1616.1606,4.467,361.8
1668.108,4.42,377.4
1656.1407,4.427,374.1
1624.8477,4.431,366.7
1619.9487,4.437,365.1
1639.9776,4.448,368.7
1621.0928,4.456,363.8
1585.968,4.465,355.2
1602.3176,4.472,358.3
1596.861,4.473,357.0
1621.8001,4.469,362.9
1590.3347,4.471,355.7
1645.3168,4.442,370.4
1586.1502,4.463,355.4
1605.0804,4.466,359.4
1616.197,4.477,361.0
1587.4303,4.483,354.1
1571.2915,4.483,350.5
1573.25,4.495,350.0
1572.2856,4.482,350.8
1590.5684,4.483,354.8
1606.0275,4.455,360.5
1630.4574,4.433,367.8
1684.1416,4.418,381.2
1624.695,4.45,365.1
1587.4804,4.468,355.3
1585.2576,4.463,355.2
1610.4714,4.481,359.4
1593.7373,4.463,357.1
1560.6822,4.477,348.6
1612.2821,4.433,363.7
1634.4398,4.439,368.2
1620.3138,4.438,365.1
1601.089,4.445,360.2
1598.2928,4.472,357.4
1611.9285,4.459,361.5
1578.78,4.475,352.8
1599.2746,4.466,358.1
1576.7318,4.487,351.4
1597.126,4.46,358.1
1639.072,4.454,368.0
1622.3088,4.452,364.4
1631.421,4.455,366.2
1530.067,4.487,341.0
1566.6,4.476,350.0
1557.4986,4.473,348.2
1579.776,4.488,352.0
1572.6364,4.483,350.8
1543.875,4.475,345.0
1569.8033,4.489,349.7
1588.0848,4.476,354.8
1615.905,4.47,361.5
1591.1376,4.472,355.8
1619.9198,4.454,363.7
1623.7545,4.467,363.5
1560.3168,4.494,347.2
1556.7852,4.489,346.8
1589.52,4.475,355.2
1565.4105,4.479,349.5
1573.0195,4.465,352.3
1593.4692,4.461,357.2
1607.894,4.454,361.0
1646.9418,4.438,371.1
1624.25,4.45,365.0
1645.9798,4.451,369.8
1605.5423,4.481,358.3
1586.816,4.48,354.2
1591.774,4.46,356.9
1557.9459,4.473,348.3
1621.4372,4.468,362.9
1616.685,4.45,363.3
1623.2346,4.446,365.1
1639.825,4.45,368.5
1651.984,4.46,370.4
1628.792,4.46,365.2
1592.0416,4.462,356.8
1590.0596,4.474,355.4
1571.1725,4.475,351.1
1583.2168,4.456,355.3
1610.5664,4.454,361.6
1596.042,4.452,358.5
1601.2269,4.459,359.1
1593.0222,4.466,356.7
1631.2265,4.463,365.5
1605.089,4.471,359.0
1576.4158,4.481,351.8
1544.56,4.49,344.0
1574.9126,4.478,351.7
1588.869,4.482,354.5
1584.8916,4.467,354.8
1562.9426,4.463,350.2
1607.2561,4.451,361.1
1633.3604,4.453,366.8
1614.2671,4.463,361.7
1605.527,4.466,359.5
1585.024,4.48,353.8
1565.5072,4.496,348.2
1582.0507,4.483,352.9
1601.9604,4.476,357.9
1565.2572,4.476,349.7
1573.41,4.475,351.6
1583.9824,4.472,354.2
1593.7287,4.453,357.9
1592.5756,4.466,356.6
1586.2184,4.472,354.7
1610.3535,4.467,360.5
1592.5474,4.481,355.4
1592.3192,4.493,354.4
1568.0077,4.489,349.3
1557.8962,4.478,347.9
1582.784,4.48,353.3
1594.773,4.486,355.5
1545.0864,4.502,343.2
1574.586,4.486,351.0
1620.9616,4.463,363.2
1597.3848,4.482,356.4
1609.3932,4.478,359.4
1605.4398,4.467,359.4
1573.2402,4.486,350.7
1552.32,4.48,346.5
1552.193,4.49,345.7
1562.8662,4.473,349.4
1576.7318,4.487,351.4
1585.6598,4.478,354.1
1556.952,4.474,348.0
1580.2862,4.478,352.9
1603.2502,4.451,360.2
1647.4647,4.449,370.3
1652.0595,4.459,370.5
1599.4551,4.469,357.9
1610.094,4.47,360.2
1559.178,4.465,349.2
1581.318,4.467,354.0
1575.0642,4.467,352.6
1580.5174,4.466,353.9
1615.6358,4.441,363.8
1656.0628,4.447,372.4
1631.2265,4.463,365.5
1630.6094,4.454,366.1
1616.6664,4.461,362.4
1612.6726,4.466,361.1
1598.47,4.465,358.0
1560.728,4.472,349.0
1566.5576,4.481,349.6
1559.0377,4.471,348.7
1583.6436,4.466,354.6
1621.7235,4.437,365.5
1630.948,4.444,367.0
1653.5988,4.438,372.6
1628.5698,4.446,366.3
1586.0592,4.488,353.4
1551.2835,4.503,344.5
1552.9112,4.483,346.4
1599.7705,4.495,355.9
1584.1972,4.484,353.3
1607.9598,4.489,358.2
1575.8853,4.463,353.1
1587.1334,4.462,355.7
1596.7728,4.464,357.7
1585.3572,4.452,356.1
1579.1328,4.476,352.8
1553.866,4.478,347.0
1554.3576,4.482,346.8
1580.4178,4.486,352.3
1572.7916,4.486,350.6
1567.3554,4.482,349.7
1580.2856,4.492,351.8
1623.2756,4.462,363.8
1602.4635,4.455,359.7
1601.499,4.461,359.0
1605.8738,4.462,359.9
1575.0642,4.467,352.6
1582.6892,4.481,353.2
1553.7456,4.488,346.2
1582.973,4.478,353.5
1576.7676,4.482,351.8
1568.935,4.475,350.6
1563.4209,4.481,348.9
1573.6296,4.468,352.2
1600.4318,4.463,358.6
1599.2767,4.471,357.7
1595.6096,4.472,356.8
1586.4804,4.474,354.6
1580.61,4.484,352.5
1589.3172,4.482,354.6
1572.9456,4.489,350.4
1551.2588,4.486,345.8
1561.3175,4.493,347.5
1565.4907,4.469,350.3
1592.175,4.485,355.0
1586.868,4.46,355.8
1606.507,4.465,359.8
1594.5408,4.464,357.2
1616.7195,4.455,362.9
1618.4508,4.461,362.8
1568.838,4.476,350.5
1582.2869,4.471,353.9
1591.6832,4.456,357.2
1603.9241,4.469,358.9
1623.2517,4.473,362.9
1605.9736,4.466,359.6
1633.3831,4.447,367.3
1654.2156,4.454,371.4
1626.2942,4.441,366.2
1618.6718,4.469,362.2
1591.0167,4.483,354.9
1598.646,4.478,357.0
1639.9628,4.471,366.8
1600.7025,4.465,358.5
1605.7008,4.464,359.7
1632.8764,4.481,364.4
1609.1282,4.486,358.7
1605.9736,4.466,359.6
1607.2368,4.472,359.4
1605.0008,4.472,358.9
1585.896,4.485,353.6
1598.6502,4.473,357.4
1580.6391,4.479,352.9
1577.085,4.474,352.5
1581.888,4.48,353.1
1575.1044,4.476,351.9
1586.0854,4.483,353.8
1580.61,4.484,352.5
1601.3184,4.488,356.8
1601.2368,4.464,358.7
1559.1544,4.456,349.9
1590.1201,4.483,354.7
1637.3574,4.481,365.4
1579.8384,4.478,352.8
1614.9636,4.491,359.6
1602.6716,4.468,358.7
1556.5986,4.482,347.3
1576.8272,4.472,352.6
1586.2496,4.486,353.6
1602.3183,4.477,357.9
1574.97,4.468,352.5
1614.564,4.47,361.2
1597.6675,4.469,357.5
1595.1657,4.467,357.1
1650.948,4.456,370.5
1599.8892,4.459,358.8
1597.932,4.476,357.0
1617.1125,4.461,362.5
1639.3092,4.468,366.9
1616.9895,4.473,361.5
1584.3284,4.492,352.7
1562.3208,4.474,349.2
1604.4657,4.483,357.9
1560.6822,4.477,348.6
1601.0652,4.476,357.7
1572.9,4.494,350.0
1587.5006,4.487,353.8
1558.983,4.467,349.0
1598.1895,4.483,356.5
1586.0854,4.483,353.8
1559.5272,4.466,349.2
1605.8106,4.483,358.2
1545.4604,4.477,345.2
1595.2755,4.495,354.9
1555.904,4.48,347.3
1587.8907,4.497,353.1
1586.5337,4.483,353.9
1598.2536,4.492,355.8
1567.6896,4.474,350.4
1548.6324,4.494,344.6
1588.562,4.49,353.8
1557.7416,4.484,347.4
1629.4005,4.485,363.3
1582.6714,4.462,354.7
1598.9175,4.475,357.3
1583.3909,4.459,355.1
1610.7366,4.478,359.7
1598.5613,4.469,357.7
1616.9996,4.457,362.8
1599.366,4.47,357.8
1626.215,4.475,363.4
1626.7635,4.463,364.5
1604.1078,4.482,357.9
1577.6292,4.487,351.6
1595.88,4.464,357.5
1573.6655,4.477,351.5
1587.9493,4.487,353.9
1563.4848,4.462,350.4
1574.8164,4.479,351.6
1569.0318,4.474,350.7
